Provider CCN,Hospital Name,Fiscal Year Begin Date,Fiscal Year End Date,number_of_beds
450889,TEXAS INSTITUTE  FOR SURGERY AT PRES,2021-01-01,2021-12-31,9
451366,COCHRAN MEMORIAL HOSPITAL,2020-10-01,2021-09-30,18
454060,LAUREL RIDGE HOSPITAL,2021-01-01,2021-12-31,330
673068,SUGAR LAND REHAB HOSPITAL,2021-01-01,2021-12-29,41
70008,JOHNSON MEMORIAL HOSPITAL  INC.,2020-10-01,2021-09-30,64
100128,TAMPA GENERAL HOSPITAL,2020-10-01,2021-09-30,957
102030,SSH - DAYTONA BEACH,2020-12-01,2021-11-30,34
111313,PUTNAM GENERAL HOSPITAL,2020-10-01,2021-09-30,25
320062,CROWNPOINT INDIAN HOSPITAL,2020-10-01,2021-09-30,18
30117,VALLEY VIEW MEDICAL CENTER,2020-12-01,2021-11-30,84
31319,MT. GRAHAM REGIONAL MEDICAL CENTER,2021-09-28,2021-12-31,25
140124,JOHN H. STROGER JR. HOSP OF COOK CTY,2020-12-01,2021-11-30,423
140300,PROVIDENT HOSPITAL,2020-12-01,2021-11-30,25
180044,PIKEVILLE MEDICAL CENTER,2020-10-01,2021-09-30,347
191315,HARDTNER MEDICAL CENTER,2020-10-01,2021-09-30,35
191323,RICHLAND PARISH HOSPITAL NO. 1 A,2020-10-01,2021-09-30,25
250082,DELTA HEALTH-THE MEDICAL CENTER,2020-10-01,2021-09-30,161
251331,BMH - CALHOUN,2020-10-01,2021-09-30,145
451341,HASKELL MEMORIAL HOSPITAL,2020-10-01,2021-09-30,25
454026,WEST OAKS HOSPITAL,2021-01-01,2021-12-31,160
424006,PALMETTO LOW COUNTRY BHD,2021-01-01,2021-12-31,108
494033,CATAWBA HOSPITAL,2021-03-27,2021-06-30,
220105,WINCHESTER HOSPITAL,2020-10-01,2021-09-30,194
400010,CASTANER HOSPITAL,2020-10-01,2021-09-30,
140084,VISTA MEDICAL CENTER - EAST,2020-12-01,2021-11-30,190
140252,NORTHWEST COMMUNITY HOSPITAL,2020-10-01,2021-09-30,509
171362,CITIZENS MEDICAL CENTER,2021-01-01,2021-12-31,83
114036,ACADIA GREENLEAF HOSPITAL,2021-01-01,2021-12-31,113
220108,BIDMC-MILTON HOSPITAL  INC,2020-10-01,2021-09-30,102
301307,MEMORIAL HOSPITAL,2020-10-01,2021-09-30,25
344028,STRATEGIC BEHAVIORAL HEALTH- RALEIGH,2021-01-01,2021-12-31,116
370222,MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,2021-01-01,2021-12-31,68
452031,PAM SPECIALITY HOSP OF LUFKIN,2021-07-01,2021-11-30,26
100220,GULF COAST MEDICAL CENTER,2020-10-01,2021-09-30,699
190053,JENNINGS AMERICAN LEGION HOSPITAL,2020-12-01,2021-11-30,49
241381,SANFORD THIEF RIVER FALLS,2021-01-01,2021-12-31,25
320061,GALLUP INDIAN MEDICAL CENTER,2020-10-01,2021-09-30,74
450565,PALO PINTO GENERAL HOSPITAL,2020-10-01,2021-09-30,48
640001,LBJ TROPICAL MEDICAL CENTER,2020-10-01,2021-09-30,131
44005,BRIDGEWAY HOSPITAL,2021-01-01,2021-12-31,127
53041,VIBRA REHABILITATION HOSPITAL OF RAN,2021-01-01,2021-12-31,50
224013,THE ARBOUR HOSPITAL,2021-01-01,2021-12-31,136
224021,FULLER MEMORIAL HOSPITAL,2021-01-01,2021-12-31,109
230108,PORTAGE HEALTH SYSTEM,2020-12-01,2021-11-30,96
241334,RIVERS EDGE HOSPITAL AND CLINIC,2021-01-01,2021-12-31,25
250077,WAYNE GENERAL HOSPITAL,2020-10-01,2021-09-30,49
294010,SPRING MOUNTAIN SAHARA,2021-01-01,2021-12-31,30
330410,TERENCE CARDINAL COOKE HEALTH CARE,2021-01-01,2021-12-31,615
380037,PROVIDENCE NEWBERG MEDICAL CENTER,2021-01-01,2021-12-31,60
431309,COMMUNITY MEMORIAL HOSPITAL,2021-01-01,2021-12-31,16
30148,NORTHWEST MEDICAL CENTER SAHUARITA,2021-01-08,2021-09-30,18
200052,NORTHERN MAINE MEDICAL CENTER,2020-10-01,2021-09-30,94
344030,STRATEGIC BEHAVIORAL CENTER LELAND,2021-01-01,2021-12-31,112
404005,SAN JUAN CP HOSPITAL,2021-01-01,2021-12-31,172
444027,CREEKSIDE BEHAVIORAL HEALTH,2021-01-01,2021-12-31,72
454153,CARRUS BEHAVIORAL HEALTH,2021-04-09,2021-12-31,
501307,ODESSA MEMORIAL HOSPITAL,2021-01-01,2021-12-31,37
52047,NORTHERN CALIFORNIA REHAB HOSPITAL,2021-01-01,2021-12-31,88
54087,SIERRA VISTA HOSPITAL,2021-01-01,2021-12-31,171
84002,ROCKFORD,2021-01-01,2021-12-31,148
84004,DOVER BEHAVIORAL HEALTH SYSTEM,2021-01-01,2021-12-31,104
100035,MANATEE MEMORIAL HOSPITAL,2021-01-01,2021-12-31,295
114008,COASTAL HARBOR TREATMENT CENTER,2021-01-01,2021-12-31,175
234030,FOREST VIEW HOSPITAL,2021-01-01,2021-12-31,108
241303,SANFORD HOSPITAL TRACY,2021-01-01,2021-12-31,25
241347,SANFORD HOSPITAL CANBY,2021-01-01,2021-12-31,78
281362,PHELPS MEMORIAL HEALTH CENTER,2021-01-01,2021-12-31,25
310057,MEMORIAL HOSP OF BURLINGTON CTY,2021-01-01,2021-12-31,334
310061,VIRTUA WILLINGBORO HOSPITAL,2021-01-01,2021-12-31,169
313302,WEISMAN CHILDRENS REHAB HOSPITAL,2021-01-01,2021-12-31,18
314021,HAMPTON HOSPITAL,2021-01-01,2021-12-31,120
341325,ASHE MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
351329,SANFORD HILLSBORO,2021-01-01,2021-12-31,46
423030,GREENWOOD REGIONAL REHABILITATION HO,2021-01-01,2021-12-31,54
423031,SPARTANBURG REHABILITATION INSTITUTE,2021-01-01,2021-12-31,40
423034,MIDLANDS REGIONAL REHABILITATION HOS,2021-01-01,2021-12-31,40
431328,PIONEER MEMORIAL HOSPITAL AND HEALTH,2021-01-01,2021-12-31,55
454050,GLEN OAKS HOSPITAL,2021-01-01,2021-12-31,54
60114,CENTURA PARKER ADVENTIST HOSPITAL,2021-01-01,2021-12-31,162
440065,NORTHCREST MEDICAL CENTER,2021-07-01,2021-08-31,109
510001,WEST VIRGINIA UNIVERSITY HOSPITALS,2021-01-01,2021-12-31,675
510006,UNITED HOSPITAL CENTER,2021-01-01,2021-12-31,264
510058,CAMDEN-CLARK MEMORIAL HOSPITAL,2021-01-01,2021-12-31,275
20018,YK DELTA REGIONAL HOSPITAL,2020-10-01,2021-09-30,34
61300,WEISBROD MEMORIAL COUNTY HOSPITAL,2021-01-01,2021-12-31,25
111316,WARM SPRINGS MEDICAL CENTER,2021-01-01,2021-12-31,104
190318,ACADIAN MEDICAL CENTER,2020-10-01,2021-09-30,49
194107,BATON ROUGE BEHAVIORAL HOSPITAL,2020-10-01,2021-09-30,47
250151,ALLIANCE HEALTH CENTER,2021-01-01,2021-12-31,214
254005,PARKWOOD HOSPITAL,2021-01-01,2021-12-31,148
431339,COTEAU DES PRAIRIES,2021-01-01,2021-12-31,25
521303,THEDACARE MED CTR - WILD ROSE,2021-01-01,2021-12-31,25
240093,MCHS - SOUTHWEST MINNESOTA REGION,2021-01-01,2021-12-31,161
64024,UHS OF DENVER INC,2021-01-01,2021-12-31,86
100299,LAKEWOOD RANCH MEDICAL CENTER,2021-01-01,2021-12-31,120
220162,DANA-FARBER CANCER INSTITUTE,2020-10-01,2021-09-30,30
240022,SANFORD REGIONAL HOSPITAL WORTHINGTO,2021-01-01,2021-12-31,48
241302,SANFORD MEDICAL CENTER WESTBROOK,2021-01-01,2021-12-31,8
241371,SANFORD HOSPITAL LUVERNE,2021-01-01,2021-12-31,25
290046,SPRING VALLEY HOSPITAL MEDICAL CNTR,2021-01-01,2021-12-31,338
480001,ROY L SCHNEIDER HOSPITAL,2020-10-01,2021-09-30,149
521323,MARSHFIELD MEDICAL CENTER NEILLSVILL,2021-01-01,2021-12-31,25
521334,THEDACARE MEDICAL CENTER - WAUPACA,2021-01-01,2021-12-31,25
521355,THEDACARE-BERLIN,2021-01-01,2021-12-31,62
51315,TRINITY HOSPITAL,2021-01-01,2021-12-31,47
53032,SAN JOAQUIN VALLEY REHAB HOSPITAL,2021-01-01,2021-12-31,62
141320,PARIS COMMUNITY HOSPITAL,2021-01-01,2021-12-31,25
183029,SOUTHERN KENTUCKY REHAB HOSPITAL,2021-01-01,2021-12-31,60
183030,GATEWAY REHAB AT FLORENCE,2021-01-01,2021-12-31,40
230075,BRONSON BATTLE CREEK,2021-01-01,2021-12-31,169
241328,SANFORD BAGLEY MEDICAL CENTER,2021-01-01,2021-12-31,25
294003,WEST HILLS HOSPITAL,2020-11-01,2021-12-19,95
140234,ST. MARGARETS HEALTH - PERU,2021-07-01,2021-09-30,49
150109,FRANCISCAN HEALTH LAFAYETTE,2021-01-01,2021-12-31,199
170196,KANSAS SPINE & SPECIALTY HOSPITAL,2021-01-01,2021-12-31,35
171385,COFFEY COUNTY HOSPITAL,2021-01-01,2021-12-31,91
200001,ST JOSEPH HOSPITAL,2021-01-01,2021-12-31,99
200020,YORK HOSPITAL,2021-01-01,2021-12-31,54
241345,MAYO CLINIC HEALTH SYSTEM - WASECA,2021-01-01,2021-12-31,15
250042,DELTA HEALTH-NORTHWEST REGIONAL,2021-02-01,2021-09-30,181
290057,HENDERSON HOSPITAL,2021-01-01,2021-12-31,200
330182,ST. FRANCIS HOSPITAL,2021-01-01,2021-12-31,364
330218,OSWEGO HOSPITAL,2021-01-01,2021-12-31,164
330246,ST CHARLES HOSPITAL,2021-01-01,2021-12-31,243
330286,GOOD SAMARITAN HOSPITAL,2021-01-01,2021-12-31,437
520076,BEAVER DAM COMMUNITY HOSPITALS,2021-01-01,2021-12-31,163
520102,AURORA LAKELAND MEDICAL CENTER,2021-01-01,2021-12-31,64
140030,ADVOCATE SHERMAN HOSPITAL,2021-01-01,2021-12-31,255
240100,SANFORD BEMIDJI,2021-01-01,2021-12-31,184
240166,MAYO CLINIC HEALTH SYSTEM-FAIRMONT,2021-01-01,2021-12-31,55
241315,SANFORD MEDICAL CENTER JACKSON,2021-01-01,2021-12-31,14
310022,WEST JERSEY HEALTH SYSTEM,2021-01-01,2021-12-31,587
310029,OUR LADY OF LOURDES MED. CTR.,2021-01-01,2021-12-31,336
330013,ALBANY MEDICAL CENTER HOSPITAL,2021-01-01,2021-12-31,789
330157,SAMARITAN MEDICAL CENTER,2021-01-01,2021-12-31,209
330208,ST. JOHNS RIVERSIDE HOSPITAL,2021-01-01,2021-12-31,319
330259,MERCY MEDICAL CENTER,2021-01-01,2021-12-31,375
330332,ST. JOSEPH HOSPITAL,2021-01-01,2021-12-31,203
351312,NORTHWOOD DEACONESS HEALTH CENTER,2021-01-01,2021-12-31,49
370173,CLAREMORE INDIAN HOSPITAL,2020-10-01,2021-09-30,46
404004,FIRST HOSPITAL PANAMERICANO,2021-01-01,2021-12-31,240
452122,EL PASO LTAC HOSPITAL,2021-01-01,2021-12-31,33
454141,PALMS BEHAVIORAL HEALTH,2021-01-01,2021-12-31,94
61343,KEEFE MEMORIAL HOSPITAL,2021-01-01,2021-12-31,11
103038,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,60
143028,VAN MATRE ENCOMPASS HEALTH REHABILIT,2021-01-01,2021-12-31,65
150160,INDIANA ORTHOPAEDIC HOSPITAL LLC,2021-01-01,2021-12-31,38
170186,KANSAS HEART HOSPITAL,2021-01-01,2021-12-31,46
194074,SOLUTIONS MEDICAL CONSULTING  LLC,2021-01-01,2021-12-31,18
200034,ST. MARYS REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,381
203025,NEW ENGLAND REHABILITATION HOSPITAL,2021-01-01,2021-12-31,90
223030,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,53
303027,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,50
313029,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,98
370054,GRADY MEMORIAL HOSPITAL,2021-01-01,2021-12-31,48
451377,REEVES COUNTY HOSPITAL,2021-01-01,2021-12-31,25
454132,SAN ANTONIO BEHAVIORAL HEALTHCARE,2021-01-01,2021-12-31,198
501301,GARFIELD MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
520196,OAK LEAF SURGICAL HOSPITAL LLC,2021-01-01,2021-12-31,13
521330,PRAIRIE DU CHIEN MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
13030,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,51
33028,ENCOMPASS HEALTH REHABILITATION INST,2021-01-01,2021-12-31,80
60125,CENTURA CASTLE ROCK ADVENTIST HOSP,2021-01-01,2021-12-31,53
103032,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,80
103034,SEA PINES REHABILITATION HOSPITAL  A,2021-01-01,2021-12-31,90
103037,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,70
113300,EGLESTON CHILDRENS HOSPITAL AT EMORY,2021-01-01,2021-12-31,330
113301,SCOTTISH RITE CHILDRENS MEDICAL CTR,2021-01-01,2021-12-31,319
221990,CHESTNUT HILL BENEVOLENT ASSOCIATION,2021-01-01,2021-12-31,82
290021,VALLEY HOSPITAL MEDICAL CENTER,2021-01-01,2021-12-31,297
310118,HUDSON REGIONAL HOSPITAL,2021-01-01,2021-12-31,106
330006,ST. JOSEPHS MEDICAL CENTER,2021-01-01,2021-12-31,255
331310,ELLENVILLE REGIONAL HOSPITAL,2021-01-01,2021-12-31,25
331317,LEWIS COUNTY GENERAL HOSPITAL,2021-01-01,2021-12-31,185
331990,HIGH RIDGE HOUSE,2021-01-01,2021-12-31,30
374017,WILLOW CREST HOSPITAL,2021-01-01,2021-12-31,
441303,THREE RIVERS HOSPITAL,2021-01-01,2021-12-31,25
451990,THE LEAVES,2021-01-01,2021-12-31,34
453059,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,84
454109,UBH EL PASO HOSPITAL,2021-01-01,2021-12-31,166
463025,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,84
491991,LYNN HOUSE OF POTOMAC VALLEY  INC.,2021-01-01,2021-12-31,20
511303,MINNIE HAMILTON HEALTH CARE CENTER,2021-01-01,2021-12-31,49
513026,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,60
513027,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,40
660001,COMMONWEALTH HEALTH CENTER,2020-10-01,2021-09-30,74
111310,ATRIUM HEALTH NAVICENT PEACH,2021-01-01,2021-12-31,25
113029,AHN REHABILITATION HOSPITAL,2021-01-01,2021-12-31,58
114012,RIDGEVIEW INSTITUTE SMYRNA,2021-01-01,2021-12-31,188
114037,RIDGEVIEW INSTITUTE MONROE,2021-01-01,2021-12-31,88
220111,GOOD SAMARITAN MEDICAL CENTER,2021-01-01,2021-12-31,262
220126,STEWARD NORWOOD HOSPITAL,2021-01-01,2021-12-31,
331312,DELAWARE VALLEY HOSPITAL,2021-01-01,2021-12-31,25
420087,ROPER HOSPITAL  INC.,2021-01-01,2021-12-31,332
420104,ROPER ST. FRANCIS MT PLEASANT HOSPIT,2021-01-01,2021-12-31,84
420110,ROPER ST. FRANCIS HOSPITAL-BERKELEY,2021-01-01,2021-12-31,46
441314,LAUDERDALE COMMUNITY HOSPITAL,2021-01-01,2021-12-31,25
490018,AUGUSTA MEDICAL CENTER,2021-01-01,2021-12-31,256
490022,MARY WASHINGTON HOSPITAL,2021-01-01,2021-12-31,431
490140,STAFFORD HOSPITAL,2021-01-01,2021-12-31,90
504009,NAVOS,2021-01-01,2021-12-31,70
510022,CHARLESTON AREA MEDICAL CENTER  INC.,2021-01-01,2021-12-31,855
510091,CHARLESTON SURGICAL HOSPITAL,2021-01-01,2021-12-31,8
513028,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,62
31315,WHITE MOUNTAIN REGIONAL HOSPITAL,2021-01-01,2021-12-31,21
50072,KFH - WALNUT CREEK,2021-01-01,2021-12-31,249
63033,NORTHERN COLORADO REHABILITATION HOS,2021-01-01,2021-12-31,40
100275,WELLINGTON REGL MEDICAL CENTER,2021-01-01,2021-12-31,235
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,2021-01-01,2021-12-31,438
422007,REGENCY HOSPITAL OF FLORENCE,2021-01-01,2021-12-31,43
443034,BAPTIST MEMORIAL REHAB HOSPITAL,2021-01-01,2021-12-31,53
450780,METHODIST AMBULATORY SURGICAL HOSPIT,2021-01-01,2021-10-31,22
463301,PRIMARY CHILDRENS HOSPITAL,2021-01-01,2021-12-31,287
490043,INOVA LOUDOUN HOSPITAL CENTER,2021-01-01,2021-12-31,311
490075,DANVILLE REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,319
490101,INOVA FAIR OAKS HOSPITAL,2021-01-01,2021-12-31,165
490122,INOVA MOUNT VERNON HOSPITAL,2021-01-01,2021-12-31,237
490144,UVA HEALTH HAYMARKET MEDICAL CENTER,2021-01-01,2021-12-31,44
493027,RIVERSIDE REHABILITATION INSTITUTE,2021-01-01,2021-12-31,50
61302,COLORADO CANYONS HOSPITAL & MED CTR,2021-01-01,2021-12-31,25
112012,COLUMBUS SPECIATLY HOSPITAL,2021-01-01,2021-12-31,24
171333,CLARA BARTON HOSPITAL ASSOCIATION,2021-01-01,2021-12-31,18
171367,GOVE COUNTY MEDICAL CENTER,2021-01-01,2021-12-31,63
171381,MEMORIAL HOSPITAL - ABILENE,2021-01-01,2021-12-31,106
281345,PROVIDENCE MEDICAL CENTER,2021-01-01,2021-12-31,21
362025,SPECIALTY HOSPITAL OF LORAIN,2021-01-01,2021-12-31,24
370041,BRISTOW MEDICAL CENTER,2021-01-01,2021-12-31,49
372023,MUSCOGEE CREEK NATION LONG TERM CARE,2020-10-01,2021-09-30,6
511318,MONTGOMERY GENERAL HOSPITAL,2021-01-01,2021-12-31,69
63035,VIBRA REHABILITATION HOSPITAL OF DEN,2021-01-01,2021-12-31,31
70038,THE CONNECTICUT HOSPICE  INC.,2020-10-01,2021-09-30,52
130073,GROVE CREEK MEDICAL CENTER,2021-01-01,2021-12-31,8
140291,GOOD SHEPHERD HOSPITAL,2021-01-01,2021-12-31,176
150172,PHYSICIANS MEDICAL CENTER,2021-01-01,2021-12-31,10
190270,SOUTHERN SURGICAL HOSPITAL,2021-01-01,2021-12-31,37
194105,APOLLO BEHAVIORAL HEALTH HOSPITAL,2021-01-01,2021-12-31,24
251306,PERRY COUNTY GENERAL HOSPITAL,2021-01-01,2021-12-31,22
251313,BAPTIST MEDICAL CENTER - YAZOO,2020-10-01,2021-09-30,25
290054,CENTENNIAL HILLS HOSPITAL,2021-01-01,2021-12-31,309
313032,MARLTON REHAB HOSPITAL,2021-01-01,2021-12-31,61
340049,NORTH CAROLINA SPECIALTY HOSPITAL,2021-01-01,2021-12-31,18
361313,MORROW COUNTY HOSPITAL,2021-01-01,2021-12-31,23
361333,FULTON COUNTY HEALTH CENTER,2021-01-01,2021-12-31,106
363033,THE REHABILITATION INSTITUTE OF OHIO,2021-01-01,2021-12-31,60
380038,PROVIDENCE WILLAMETTE FALLS MED CTR,2021-01-01,2021-12-31,109
490019,CULPEPER MEMORIAL HOSPITAL,2021-01-01,2021-12-31,70
490063,INOVA FAIRFAX HOSPITAL,2021-01-01,2021-12-31,897
500026,SWEDISH EDMONDS,2021-01-01,2021-12-31,188
501315,SKYLINE HOSPITAL,2021-01-01,2021-12-31,14
34023,THE GUIDANCE CENTER  INC.,2020-10-01,2021-09-30,16
140143,ST. MARGARETS HEALTH - SPRING VALLEY,2020-10-01,2021-09-30,44
141305,MEMORIAL HOSPITAL ASSOCIATION,2021-01-01,2021-12-31,18
240106,REGIONS HOSPITAL,2021-01-01,2021-12-31,485
241316,NORTHERN ITASCA HOSPITAL DISTRICT,2021-01-01,2021-12-31,60
241329,LAKEWOOD HEALTH SYSTEM,2021-01-01,2021-12-31,135
243302,CHILDRENS HEALTH CARE,2021-01-01,2021-12-31,396
323032,REHABILITATION HOSPITAL OF SOUTHERN,2021-01-01,2021-12-31,40
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTE,2021-01-01,2021-12-31,133
330221,WYCKOFF HEIGHTS MEDICAL CENTER,2021-01-01,2021-12-31,240
330223,MASSENA MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
330276,NATHAN LITTAUER HOSPITAL & NURSING H,2021-01-01,2021-12-31,142
331309,RIVER HOSPITAL,2021-01-01,2021-12-31,24
331319,MEDINA MEMORIAL HOSPITAL,2021-01-01,2021-12-31,55
450871,ARISE AUSTIN MEDICAL CENTER,2021-01-01,2021-12-31,21
453048,PAM SQUARED AT BEAUMONT,2021-01-01,2021-12-31,61
454018,RED RIVER HOSPITAL,2021-01-01,2021-12-31,96
454126,DALLAS BEHAVIORAL HEALTHCARE,2021-01-01,2021-12-31,116
454129,GEORGETOWN BEHAVIORAL HEALTH,2021-01-01,2021-12-31,118
460057,PARK CITY HOSPITAL,2021-01-01,2021-12-31,37
500002,PROV ST MARY MEDICAL CENTER,2021-01-01,2021-12-31,104
501338,SNOQUALMIE VALLEY HOSPITAL,2021-01-01,2021-12-31,28
520205,MOSH,2021-01-01,2021-12-31,16
521333,BLACK RIVER MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
670006,THE HOSPITAL AT WESTLAKE MEDICAL CTR,2021-01-01,2021-12-31,23
673025,POST ACUTE MEDICAL AT ALLEN,2021-01-01,2021-12-31,56
673069,PAM REHAB HOSP OF ROUND ROCK,2021-01-01,2021-12-31,40
43032,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,80
44022,CONWAY BEHAVIORAL HEALTH,2021-01-01,2021-12-31,80
61310,SEDGWICK COUNTY HEALTH CENTER,2021-01-01,2021-12-31,41
61322,HEART OF THE ROCKIES REG MED CENTER,2021-01-01,2021-12-31,25
63030,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,62
90001,GEORGE WASHINGTON UNIV HOSPITAL,2021-01-01,2021-12-31,375
103044,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,80
154051,WELLSTONE,2021-01-01,2021-12-31,100
171368,MINNEOLA DISTRICT HOSPITAL,2021-01-01,2021-12-31,50
193099,OCHSNER REHABILITATION HOSPITAL,2021-01-01,2021-12-31,56
241333,MAYO CLINIC HEALTH SYS - ST. JAMES,2021-01-01,2021-12-31,25
252005,SSH - GULF COAST,2021-01-01,2021-12-31,45
290032,NORTHERN NEVADA MEDICAL CENTER,2021-01-01,2021-12-31,124
294015,RENO BEHAVIORAL HEALTHCARE HOSPITAL,2021-01-01,2021-12-31,124
310002,NEWARK BETH ISRAEL MEDICAL CENTER,2021-01-01,2021-12-31,470
310074,JERSEY CITY MEDICAL CENTER,2021-01-01,2021-12-31,340
310076,COOPERMAN BARNABAS MEDICAL CENTER,2021-01-01,2021-12-31,544
314020,ESSEX COUNTY HOSPITAL CENTER,2021-01-01,2021-12-31,180
314024,MEADOWVIEW PSYCHIATRIC HOSPITAL,2021-01-01,2021-12-31,84
324012,THE PEAK HOSPITAL,2021-01-01,2021-12-31,119
370228,BAILEY MEDICAL CENTER,2021-01-01,2021-12-31,73
420082,AIKEN REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,273
451361,PREFERRED HOSPITAL LEASING HEMPHILL,2021-01-01,2021-12-31,25
453047,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,83
520193,AURORA BAYCARE MEDICAL CENTER,2021-01-01,2021-12-31,169
521315,MCHS NORTHLAND,2021-01-01,2021-12-31,25
670010,MAYHILL HOSPITAL,2021-01-01,2021-12-31,59
673056,WARM SPRINGS REHAB VICTORIA,2021-01-01,2021-12-31,26
10144,SPRINGHILL MEMORIAL HOSPITAL,2021-01-01,2021-12-31,200
20012,FAIRBANKS MEMORIAL,2021-01-01,2021-12-31,212
50078,PROVIDENCE LTTL CO MARY MC SAN PEDRO,2021-01-01,2021-12-31,356
180051,JENNIE STUART MEDICAL CENTER,2021-01-01,2021-12-31,135
220017,STEWARD CARNEY HOSPITAL  INC,2021-01-01,2021-12-31,122
220020,STEWARD ST. ANNES HOSPITAL,2021-01-01,2021-12-31,206
220036,STEWARD ST. ELIZABETHS MEDICAL CTR,2021-01-01,2021-12-31,302
220080,STEWARD HOLY FAMILY HOSPITAL,2021-01-01,2021-12-31,310
241363,STEVENS COMMUNITY MEDICAL CENTER,2021-01-01,2021-12-31,25
330222,SARATOGA HOSPITAL,2021-01-01,2021-12-31,171
361308,UH CONNEAUT MEDICAL CENTER,2021-01-01,2021-12-31,25
361326,ADAMS COUNTY REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,25
363039,UNIVERSITY HOSPITALS AVON REHAB HOSP,2021-01-01,2021-12-31,50
363044,REUNION REHABILITATION HOSPITAL DUBL,2021-03-05,2021-12-31,40
514008,RIVER PARK HOSPITAL,2021-01-01,2021-12-31,187
520100,BELOIT MEMORIAL HOSPITAL  INC.,2021-01-01,2021-12-31,97
520208,ST. MARYS JANESVILLE HOSPITAL,2021-01-01,2021-12-31,50
131316,BEAR LAKE MEMORIAL HOSPITAL,2021-01-01,2021-12-31,89
131325,BINGHAM MEMORIAL HOSPITAL,2021-01-01,2021-12-31,88
140013,PROCTOR HOSPITAL,2021-01-01,2021-12-31,153
140120,PEKIN MEMORIAL HOSPITAL,2021-01-01,2021-12-31,45
140209,METHODIST MEDICAL CTR OF ILLINOIS,2021-01-01,2021-12-31,285
220073,MORTON HOSPITAL,2021-01-01,2021-12-31,116
300011,ST. JOSEPH HOSPITAL,2021-01-01,2021-12-31,208
330044,FAXTON-ST. LUKES HEALTHCARE,2021-01-01,2021-12-31,288
330191,GLENS FALLS HOSPITAL,2021-01-01,2021-12-31,391
330205,ST ANTHONYS COMMUNITY HOSPITAL,2021-01-01,2021-12-31,60
330399,SBH HEALTH SYSTEM,2021-01-01,2021-12-31,332
330401,ST. CATHERINE OF SIENA MEDICAL CENTE,2021-01-01,2021-12-31,536
331316,COMMUNITY MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
350011,SANFORD MEDICAL CENTER - FARGO,2021-01-01,2021-12-31,554
430091,BLACK HILLS SURGICAL HOSPITAL LLP,2021-01-01,2021-12-31,26
431301,FAULKTON AREA MEDICAL CENTER,2021-01-01,2021-12-31,12
431307,SANFORD MEDICAL CENTER CLEAR LAKE,2021-01-01,2021-12-31,10
431311,SANFORD HOSPITAL WEBSTER,2021-01-01,2021-12-31,25
431316,COMMUNITY MEMORIAL HOSPITAL,2021-01-01,2021-12-31,23
431329,SANFORD CHAMBERLAIN MEDICAL CENTER,2021-01-01,2021-12-31,69
431333,SANFORD MEDICAL CENTER CANTON,2021-01-01,2021-12-31,11
431336,SANFORD MEDICAL CENTER VERMILLION,2021-01-01,2021-12-31,25
460004,MCKAY-DEE HOSPITAL,2021-01-01,2021-12-31,307
460043,OREM COMMUNITY HOSPITAL,2021-01-01,2021-12-31,21
460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,2021-01-01,2021-12-31,40
460062,SPANISH FORK HOSPITAL,2021-06-11,2021-12-31,16
461307,HEBER VALLEY HOSPITAL,2021-01-01,2021-12-31,19
463027,NORTHERN UTAH REHABILITATION HOSPITA,2021-01-01,2021-12-31,40
520004,MCHS FRANCISCAN HEALTHCARE  INC,2021-01-01,2021-12-31,107
